system,profile,stage,intended_subsystems,intended_targets,actual_targets,intended_backend,actual_backend,intended_workers,actual_workers,intended_ISA,actual_ISA,expected_utilization_or_pressure,measured_utilization_or_pressure,intended_allocation,achieved_allocation,intended_duration_seconds,sustained_duration_seconds,verification_evidence,warnings_errors,acceptance_result,confidence,rerun_required,reason,artifact
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 CPU Targeting Functional,x86_target_python,cpu,"CPU [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","CPU [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",cpu:python_fallback,cpu:python_fallback,16,16,auto,,target-CPU saturation,"CPU median 100.0%, p10 100.0%, lowest logical median 100.0%",,,90,91.14,"CPU verify=, canary=, errors=0",CPU stage is using Python fallback; load strength is approximate,UNPROVEN DUE TO INSUFFICIENT EVIDENCE,high,yes,"All workers were pinned, saturated their targets, and made PBKDF2 progress, but the saved worker did not verify computed results.",results/2026-08-12_11-00-48_x86_64 CPU Targeting Functional
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 CPU Targeting Functional,x86_target_stress_ng,cpu,"CPU [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","CPU [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",cpu:stress_ng,cpu:stress_ng,16,None,auto,,target-CPU saturation,"CPU median 100.0%, p10 100.0%, lowest logical median 100.0%",,,90,90.3,"CPU verify=, canary=, errors=0",CPU stage is using stress-ng,UNPROVEN DUE TO INSUFFICIENT EVIDENCE,high,yes,"All intended CPUs were saturated and bogo progress was positive, but the command did not enable stress-ng verification.",results/2026-08-12_11-00-48_x86_64 CPU Targeting Functional
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 Memory Full Validation,x86_memory_native,memory,system RAM,system RAM,memory:native,memory:memory_native_helper,,,,,RAM 80% allocation/pressure,"RAM target 24.96 GiB, used median 29.03 GiB, max 29.07 GiB",RAM 80%,"RAM backend=memory_native_helper, achieved=24.96 GiB, ratio=None, verify=4205, allocation_verified=, errors=0",600,602.39,"RAM backend=memory_native_helper, achieved=24.96 GiB, ratio=None, verify=4205, allocation_verified=, errors=0",,VALIDATED,high,no,"Correct target/backend, sustained duration/load or pressure, durable progress/integrity evidence, truthful verdict.",results/2026-08-12_12-21-23_x86_64 Memory Full Validation
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 Memory Full Validation,x86_memory_python,memory,system RAM,system RAM,memory:python_fallback,memory:python_fallback,,,,,RAM 80% allocation/pressure,"RAM target 1.71 GiB, used median 5.8 GiB, max 5.87 GiB",RAM 80%,"RAM backend=python_fallback, achieved=1.71 GiB, ratio=1.0, verify=, allocation_verified=False, errors=0",600,600.95,"RAM backend=python_fallback, achieved=1.71 GiB, ratio=1.0, verify=, allocation_verified=False, errors=0",Memory stage is using Python fallback; behavior is approximate,UNPROVEN DUE TO INSUFFICIENT EVIDENCE,high,yes,"Allocation retained, but allocation_verified=false and worker performs no ongoing integrity cycle; some systems were materially capped.",results/2026-08-12_12-21-23_x86_64 Memory Full Validation
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 Memory Full Validation,x86_memory_stress_ng,memory,system RAM,system RAM,memory:stress_ng,memory:stress_ng,,,,,RAM 80% allocation/pressure,"RAM target 24.96 GiB, used median 29.14 GiB, max 29.18 GiB",RAM 80%,,600,606.07,,,UNPROVEN DUE TO INSUFFICIENT EVIDENCE,high,yes,"Pressure sustained, but command/result lacks durable bogo/progress and explicit verification evidence.",results/2026-08-12_12-21-23_x86_64 Memory Full Validation
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 Multi-GPU Combined Full Validation,x86_combined_cpu_ram,cpu+memory,"CPU [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]; system RAM","CPU [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]; system RAM",cpu:native; memory:native,cpu:cpu_native_helper; memory:memory_native_helper,16,16,auto,avx2_fma,target-CPU saturation; RAM 80% allocation/pressure,"CPU median 100.0%, p10 100.0%, lowest logical median 100.0%; RAM target 24.96 GiB, used median 29.14 GiB, max 29.19 GiB",RAM 80%,"RAM backend=memory_native_helper, achieved=24.96 GiB, ratio=None, verify=4058, allocation_verified=, errors=0",600,601.72,"CPU verify=6586097, canary=6586097, errors=0; RAM backend=memory_native_helper, achieved=24.96 GiB, ratio=None, verify=4058, allocation_verified=, errors=0","CPU stage is using the native helper backend (auto, kernel avx2_fma); CPU stage will auto-tune at runtime for maximum package power; the executed mode/kernel may differ from the dry-run preview",VALIDATED,high,no,"Correct target/backend, sustained duration/load or pressure, durable progress/integrity evidence, truthful verdict.",results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 Multi-GPU Combined Full Validation,x86_combined_full,cpu+memory+gpu_3d+vram,"CPU [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]; system RAM; GPU all; GPU memory all","CPU [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]; system RAM; GPU 0000:01:00.0",cpu:native; memory:native; gpu_3d:vulkan_compute; vram:vulkan,cpu:cpu_native_helper; memory:memory_native_helper; gpu_3d:python_vulkan_compute; vram:python_vulkan_compute,16,16,auto,avx2_fma,target-CPU saturation; RAM 70% allocation/pressure; sustained GPU progress and verification,"CPU median 100.0%, p10 100.0%, lowest logical median 100.0%; RAM target 21.84 GiB, used median 25.95 GiB, max 26.03 GiB",RAM 70%; VRAM 70%,"RAM backend=memory_native_helper, achieved=21.84 GiB, ratio=None, verify=4613, allocation_verified=, errors=0",600,602.25,"CPU verify=6577840, canary=6577840, errors=0; RAM backend=memory_native_helper, achieved=21.84 GiB, ratio=None, verify=4613, allocation_verified=, errors=0; GPU status=None, iterations=, verify=, error=","CPU stage is using the native helper backend (auto, kernel avx2_fma); CPU stage will auto-tune at runtime for maximum package power; the executed mode/kernel may differ from the dry-run preview; 3D stage is using the suite-native Vulkan compute/readback backend; 3D Vulkan compute variant 'stress_hash' selected; 3D Vulkan compute variant 'stress_hash' is experimental; hash remains the validated production path; 3D intensity 'extreme' is shaping suite-native GPU load scaling for this stage; Mixed-stage Vulkan VRAM workers are fused GPU+VRAM stateful-memory workers on 0000:01:00.0; separate same-target Vulkan 3D workers are not launched to avoid doubling Vulkan worker pressure; 3D backend 'python_vulkan_compute' is curated as Vulkan / parametric / compute_readback / purpose=suite_native_gpu_stress; VRAM stage is using the suite-native Vulkan stateful-memory/readback backend; Internal GPU workers will ramp from 35% load over approximately 45s; {'timestamp': '2026-08-12T16:52:27.591964-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'x86_64 Full CPU RAM Shared iGPU and Dedicated dGPU Pressure', 'source': 'vram', 'message': 'vram worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_01_00_0', 'MESA_VK_DEVICE_SELECT=10de:2b85', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', 'NVIDIA', '--target-vendor-id', '0x10de', '--target-device-id', '0x2b85', '--target-device-name', 'NVIDIA GeForce RTX 5090', '--target-card', 'card1', '--target-slot', '0000:01:00.0', '--target-id', '0000:01:00.0', '--physical-gpu-id', '', '--target-gpu-index', '0', '--target-vram-total', '34190917632', '--buffer-bytes', '23933642342', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_results/x86_combined_full_vram_1.json', '--device-class', 'discrete', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '7', '--kernel-variant', 'stateful_memory', '--dispatch-repeats', '1'], 'backend': 'python_vulkan_compute', 'target_id': '0000:01:00.0', 'stdout_path': 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_full_vram_3.stdout.log', 'stderr_path': 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_full_vram_3.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}","PARTIALLY EXECUTED, NOT VALIDATED",high,yes,"CPU/RAM participant ran, but required Vulkan participant failed at startup; intended concurrency was absent.",results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 Multi-GPU Combined Full Validation,x86_combined_igpu_dgpu,gpu_3d,GPU all,GPU 0000:01:00.0,gpu_3d:vulkan_compute,gpu_3d:python_vulkan_compute,,,,,sustained GPU progress and verification,,,,600,600.18,"GPU status=None, iterations=, verify=, error=","3D stage is using the suite-native Vulkan compute/readback backend; 3D Vulkan compute variant 'stress_hash' selected; 3D Vulkan compute variant 'stress_hash' is experimental; hash remains the validated production path; 3D intensity 'extreme' is shaping suite-native GPU load scaling for this stage; 3D backend 'python_vulkan_compute' is curated as Vulkan / parametric / compute_readback / purpose=suite_native_gpu_stress; Internal GPU workers will ramp from 35% load over approximately 45s; {'timestamp': '2026-08-12T16:32:24.194861-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'x86_64 Shared iGPU plus Dedicated dGPU Vulkan Compute', 'source': 'gpu_3d', 'message': 'gpu_3d worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_01_00_0', 'MESA_VK_DEVICE_SELECT=10de:2b85', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', 'NVIDIA', '--target-vendor-id', '0x10de', '--target-device-id', '0x2b85', '--target-device-name', 'NVIDIA GeForce RTX 5090', '--target-card', 'card1', '--target-slot', '0000:01:00.0', '--target-id', '0000:01:00.0', '--physical-gpu-id', '', '--target-gpu-index', '0', '--target-vram-total', '34190917632', '--buffer-bytes', '1073741824', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_results/x86_combined_igpu_dgpu_gpu_3d_1.json', '--device-class', 'discrete', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '160', '--kernel-variant', 'stress_hash', '--dispatch-repeats', '6'], 'backend': 'python_vulkan_compute', 'target_id': '0000:01:00.0', 'stdout_path': 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_igpu_dgpu_gpu_3d_1.stdout.log', 'stderr_path': 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_igpu_dgpu_gpu_3d_1.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}",FAILED,high,yes,Vulkan worker exited at startup on Modules.lvs_runtime_memory_guard import failure; no workload progress/verification.,results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 Multi-GPU Combined Full Validation,x86_combined_ram_all_gpu_memory,memory+vram,system RAM; GPU memory all,system RAM; GPU 0000:01:00.0,memory:native; vram:vulkan,memory:memory_native_helper; vram:python_vulkan_compute,,,,,RAM 70% allocation/pressure; sustained GPU progress and verification,"RAM target 21.84 GiB, used median 25.96 GiB, max 26.02 GiB",RAM 70%; VRAM 70%,"RAM backend=memory_native_helper, achieved=21.84 GiB, ratio=None, verify=4824, allocation_verified=, errors=0",600,601.53,"RAM backend=memory_native_helper, achieved=21.84 GiB, ratio=None, verify=4824, allocation_verified=, errors=0; GPU status=None, iterations=, verify=, error=","VRAM stage is using the suite-native Vulkan stateful-memory/readback backend; Internal GPU workers will ramp from 35% load over approximately 45s; {'timestamp': '2026-08-12T16:42:26.106295-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'x86_64 RAM plus Shared iGPU and Dedicated dGPU Memory', 'source': 'vram', 'message': 'vram worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_01_00_0', 'MESA_VK_DEVICE_SELECT=10de:2b85', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', 'NVIDIA', '--target-vendor-id', '0x10de', '--target-device-id', '0x2b85', '--target-device-name', 'NVIDIA GeForce RTX 5090', '--target-card', 'card1', '--target-slot', '0000:01:00.0', '--target-id', '0000:01:00.0', '--physical-gpu-id', '', '--target-gpu-index', '0', '--target-vram-total', '34190917632', '--buffer-bytes', '23933642342', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_results/x86_combined_ram_all_gpu_memory_vram_1.json', '--device-class', 'discrete', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '7', '--kernel-variant', 'stateful_memory', '--dispatch-repeats', '1'], 'backend': 'python_vulkan_compute', 'target_id': '0000:01:00.0', 'stdout_path': 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_all_gpu_memory_vram_2.stdout.log', 'stderr_path': 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_all_gpu_memory_vram_2.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}","PARTIALLY EXECUTED, NOT VALIDATED",high,yes,"CPU/RAM participant ran, but required Vulkan participant failed at startup; intended concurrency was absent.",results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 Multi-GPU Combined Full Validation,x86_combined_ram_dgpu,memory+vram,system RAM; GPU memory discrete_all,system RAM; GPU 0000:01:00.0,memory:native; vram:vulkan,memory:memory_native_helper; vram:python_vulkan_compute,,,,,RAM 80% allocation/pressure; sustained GPU progress and verification,"RAM target 24.96 GiB, used median 29.08 GiB, max 29.18 GiB",RAM 80%; VRAM 90%,"RAM backend=memory_native_helper, achieved=24.96 GiB, ratio=None, verify=4233, allocation_verified=, errors=0",600,603.4,"RAM backend=memory_native_helper, achieved=24.96 GiB, ratio=None, verify=4233, allocation_verified=, errors=0; GPU status=None, iterations=, verify=, error=","VRAM stage is using the suite-native Vulkan stateful-memory/readback backend; Internal GPU workers will ramp from 35% load over approximately 45s; {'timestamp': '2026-08-12T16:22:22.437701-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'x86_64 Native RAM plus Dedicated dGPU Vulkan VRAM', 'source': 'vram', 'message': 'vram worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_01_00_0', 'MESA_VK_DEVICE_SELECT=10de:2b85', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', 'NVIDIA', '--target-vendor-id', '0x10de', '--target-device-id', '0x2b85', '--target-device-name', 'NVIDIA GeForce RTX 5090', '--target-card', 'card1', '--target-slot', '0000:01:00.0', '--target-id', '0000:01:00.0', '--physical-gpu-id', '', '--target-gpu-index', '0', '--target-vram-total', '34190917632', '--buffer-bytes', '30771825868', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_results/x86_combined_ram_dgpu_vram_1.json', '--device-class', 'discrete', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '7', '--kernel-variant', 'stateful_memory', '--dispatch-repeats', '1'], 'backend': 'python_vulkan_compute', 'target_id': '0000:01:00.0', 'stdout_path': 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_dgpu_vram_2.stdout.log', 'stderr_path': 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_dgpu_vram_2.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}","PARTIALLY EXECUTED, NOT VALIDATED",high,yes,"CPU/RAM participant ran, but required Vulkan participant failed at startup; intended concurrency was absent.",results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 Multi-GPU Combined Full Validation,x86_combined_ram_igpu,memory+gpu_3d,system RAM; GPU integrated_all,system RAM,memory:native; gpu_3d:vulkan_compute,memory:memory_native_helper; gpu_3d:python_vulkan_compute,,,,,RAM 70% allocation/pressure; sustained GPU progress and verification,"RAM target 21.84 GiB, used median 25.97 GiB, max 26.03 GiB",RAM 70%; GPU3D 70%,"RAM backend=memory_native_helper, achieved=21.84 GiB, ratio=None, verify=4827, allocation_verified=, errors=0",600,601.71,"RAM backend=memory_native_helper, achieved=21.84 GiB, ratio=None, verify=4827, allocation_verified=, errors=0; GPU status=None, iterations=, verify=, error=","3D stage is using the suite-native Vulkan compute/readback backend; 3D Vulkan compute variant 'stateful_memory' selected; 3D Vulkan compute variant 'stateful_memory' is experimental; hash remains the validated production path; 3D Vulkan stateful-memory allocation target is explicitly set to 70% with capacity-based safety reserves; 3D intensity 'extreme' is shaping suite-native GPU load scaling for this stage; 3D backend 'python_vulkan_compute' is curated as Vulkan / parametric / compute_readback / purpose=suite_native_gpu_stress; Internal GPU workers will ramp from 35% load over approximately 45s; {'timestamp': '2026-08-12T16:12:20.772910-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'x86_64 Native RAM plus Shared iGPU Stateful Memory', 'source': 'gpu_3d', 'message': 'gpu_3d worker exited early with code 1', 'details': {'return_code': 1, 'command': ['/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', '', '--target-vendor-id', '', '--target-device-id', '', '--target-device-name', '', '--target-card', '', '--target-slot', '', '--target-id', '', '--physical-gpu-id', '', '--target-gpu-index', '0', '--target-vram-total', '0', '--buffer-bytes', '1073741824', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_results/x86_combined_ram_igpu_gpu_3d_1.json', '--device-class', 'unknown', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '3', '--kernel-variant', 'stateful_memory', '--dispatch-repeats', '1'], 'backend': 'python_vulkan_compute', 'target_id': '', 'stdout_path': 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_igpu_gpu_3d_2.stdout.log', 'stderr_path': 'results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation/worker_logs/x86_combined_ram_igpu_gpu_3d_2.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}","PARTIALLY EXECUTED, NOT VALIDATED",high,yes,"CPU/RAM participant ran, but required Vulkan participant failed at startup; intended concurrency was absent.",results/2026-08-12_16-02-14_x86_64 Multi-GPU Combined Full Validation
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 NVIDIA dGPU Full Validation,nvidia_dgpu_vulkan_compute,gpu_3d,GPU discrete_all,GPU 0000:01:00.0,gpu_3d:vulkan_compute,gpu_3d:python_vulkan_compute,,,,,sustained GPU progress and verification,,,,600,600.83,"GPU status=None, iterations=, verify=, error=","3D stage is using the suite-native Vulkan compute/readback backend; 3D Vulkan compute variant 'stress_hash' selected; 3D Vulkan compute variant 'stress_hash' is experimental; hash remains the validated production path; 3D intensity 'extreme' is shaping suite-native GPU load scaling for this stage; 3D backend 'python_vulkan_compute' is curated as Vulkan / parametric / compute_readback / purpose=suite_native_gpu_stress; Internal GPU workers will ramp from 35% load over approximately 45s; {'timestamp': '2026-08-12T14:55:03.738970-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'NVIDIA dGPU Vulkan Compute and Readback Sustained', 'source': 'gpu_3d', 'message': 'gpu_3d worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_01_00_0', 'MESA_VK_DEVICE_SELECT=10de:2b85', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', 'NVIDIA', '--target-vendor-id', '0x10de', '--target-device-id', '0x2b85', '--target-device-name', 'NVIDIA GeForce RTX 5090', '--target-card', 'card1', '--target-slot', '0000:01:00.0', '--target-id', '0000:01:00.0', '--physical-gpu-id', '', '--target-gpu-index', '0', '--target-vram-total', '34190917632', '--buffer-bytes', '1073741824', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-12_14-55-01_x86_64 NVIDIA dGPU Full Validation/worker_results/nvidia_dgpu_vulkan_compute_gpu_3d_1.json', '--device-class', 'discrete', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '160', '--kernel-variant', 'stress_hash', '--dispatch-repeats', '6'], 'backend': 'python_vulkan_compute', 'target_id': '0000:01:00.0', 'stdout_path': 'results/2026-08-12_14-55-01_x86_64 NVIDIA dGPU Full Validation/worker_logs/nvidia_dgpu_vulkan_compute_gpu_3d_1.stdout.log', 'stderr_path': 'results/2026-08-12_14-55-01_x86_64 NVIDIA dGPU Full Validation/worker_logs/nvidia_dgpu_vulkan_compute_gpu_3d_1.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}",FAILED,high,yes,Vulkan worker exited at startup on Modules.lvs_runtime_memory_guard import failure; no workload progress/verification.,results/2026-08-12_14-55-01_x86_64 NVIDIA dGPU Full Validation
AMD Ryzen 7 5700G with Radeon Graphics,x86_64 NVIDIA dGPU Full Validation,nvidia_dgpu_vulkan_stateful,gpu_3d,GPU discrete_all,GPU 0000:01:00.0,gpu_3d:vulkan_compute,gpu_3d:python_vulkan_compute,,,,,sustained GPU progress and verification,,GPU3D 90%,,600,600.89,"GPU status=None, iterations=, verify=, error=","3D stage is using the suite-native Vulkan compute/readback backend; 3D Vulkan compute variant 'stateful_memory' selected; 3D Vulkan compute variant 'stateful_memory' is experimental; hash remains the validated production path; 3D Vulkan stateful-memory allocation target is explicitly set to 90% with capacity-based safety reserves; 3D intensity 'extreme' is shaping suite-native GPU load scaling for this stage; 3D backend 'python_vulkan_compute' is curated as Vulkan / parametric / compute_readback / purpose=suite_native_gpu_stress; Internal GPU workers will ramp from 35% load over approximately 45s; {'timestamp': '2026-08-12T15:15:05.463328-04:00', 'category': 'worker_exit', 'severity': 'error', 'stage': 'NVIDIA dGPU Vulkan Stateful Dedicated Memory Sustained', 'source': 'gpu_3d', 'message': 'gpu_3d worker exited early with code 1', 'details': {'return_code': 1, 'command': ['env', 'DRI_PRIME=pci-0000_01_00_0', 'MESA_VK_DEVICE_SELECT=10de:2b85', '/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/.venv/bin/python', 'native/vulkan_compute_worker.py', '--target-vendor', 'NVIDIA', '--target-vendor-id', '0x10de', '--target-device-id', '0x2b85', '--target-device-name', 'NVIDIA GeForce RTX 5090', '--target-card', 'card1', '--target-slot', '0000:01:00.0', '--target-id', '0000:01:00.0', '--physical-gpu-id', '', '--target-gpu-index', '0', '--target-vram-total', '34190917632', '--buffer-bytes', '30771822592', '--system-memory-fixed-commitment-bytes', '1048576', '--ramp-step-seconds', '15.0', '--start-load-fraction', '0.35', '--result-file', 'results/2026-08-12_14-55-01_x86_64 NVIDIA dGPU Full Validation/worker_results/nvidia_dgpu_vulkan_stateful_gpu_3d_1.json', '--device-class', 'discrete', '--profile-mode', 'steady', '--profile-intensity', 'extreme', '--tuning-step', '0', '--compute-rounds', '7', '--kernel-variant', 'stateful_memory', '--dispatch-repeats', '1'], 'backend': 'python_vulkan_compute', 'target_id': '0000:01:00.0', 'stdout_path': 'results/2026-08-12_14-55-01_x86_64 NVIDIA dGPU Full Validation/worker_logs/nvidia_dgpu_vulkan_stateful_gpu_3d_1.stdout.log', 'stderr_path': 'results/2026-08-12_14-55-01_x86_64 NVIDIA dGPU Full Validation/worker_logs/nvidia_dgpu_vulkan_stateful_gpu_3d_1.stderr.log', 'stdout_tail': '', 'stderr_tail': 'Traceback (most recent call last):\n  File ""/var/home/empc/Documents/Test Build 0.2.0.b-alpha [x86-64]/native/vulkan_compute_worker.py"", line 14, in <module>\n    from Modules.lvs_runtime_memory_guard import claim_runtime_allocation_growth, release_runtime_allocation_claim\nModuleNotFoundError: No module named \'Modules\''}}",FAILED,high,yes,Vulkan worker exited at startup on Modules.lvs_runtime_memory_guard import failure; no workload progress/verification.,results/2026-08-12_14-55-01_x86_64 NVIDIA dGPU Full Validation
